"","region","Price.2017-Q4","Price.2017-Q3","principal.2017-Q4","pmt.2017-Q4","t_i.2017-Q4","pti.2017-Q4","min_inc.2017-Q4","HAI.2017-Q4","principal.2017-Q3","pmt.2017-Q3","t_i.2017-Q3","pti.2017-Q3","min_inc.2017-Q3","HAI.2017-Q3"
"582","PLEASANT HILL",750000,737475,6e+05,3111.82685663592,862.5,3974.32685663592,158973.074265437,0.265614526209578,589980,3059.8593481301,848.09625,3907.9555981301,156318.223925204,0.268845989738687
"583","PLEASANTON",1200000,1100000,960000,4978.92297061747,1380,6358.92297061747,254356.918824699,0.241459722256436,880000,4564.01272306602,1265,5829.01272306602,233160.508922641,0.27595359760535
"584","PLUMAS LAKE",345000,304500,276000,1431.44035405252,396.75,1828.19035405252,73127.6141621009,0.623386675543448,243600,1263.40170379418,350.175,1613.57670379418,64543.0681517673,0.676953727501601
"585","POINT REYES STATION",1600000,1500000,1280000,6638.5639608233,1840,8478.5639608233,339142.558432932,0.0669671022980086,1200000,6223.65371327184,1725,7948.65371327184,317946.148530874,0.071040216752914
"586","POLLOCK PINES",315000,307950,252000,1306.96727978709,362.25,1669.21727978709,66768.6911914834,0.49096760749905,246360,1277.71610733471,354.1425,1631.85860733471,65274.3442933883,0.498339785256175
"587","POMONA",420000,396000,336000,1742.62303971612,483,2225.62303971612,89024.9215886446,0.296656879641279,316800,1643.04458030377,455.4,2098.44458030377,83937.7832121506,0.321569987079502
"588","PONDEROSA",169225,150000,135380,702.131866418951,194.60875,896.740616418951,35869.6246567581,0.776754174264351,120000,622.365371327184,172.5,794.865371327184,31794.6148530874,0.8093190120865
"589","PORT HUENEME",386250,360000,309000,1602.5908311675,444.1875,2046.7783311675,81871.1332467,0.406644918393051,288000,1493.67689118524,414,1907.67689118524,76307.0756474097,0.437296900063749
"590","PORTERVILLE",205000,205000,164000,850.566007480485,235.75,1086.31600748048,43452.6402992194,0.486425849664181,164000,850.566007480485,235.75,1086.31600748048,43452.6402992194,0.484831313261189
"591","PORTOLA",379861,327000,303888.8,1576.08221545144,436.84015,2012.92236545144,80516.8946180574,0.257272712151727,261600,1356.75650949326,376.05,1732.80650949326,69312.2603797304,0.31402060988123
"592","PORTOLA VALLEY",3062757.5,3625000,2450206,12707.6947251508,3522.171125,16229.8658501508,649194.634006031,0,2900000,15040.4964737403,4168.75,19209.2464737403,768369.858949611,0
"593","POTRERO",362500,263000,290000,1504.04964737403,416.875,1920.92464737403,76836.9858949611,0.388983550282809,210400,1091.21395106033,302.45,1393.66395106033,55746.5580424132,0.517158844157084
"594","POTTER VALLEY",468000,1250000,374400,1941.77995854081,538.2,2479.97995854081,99199.1983416326,0.317336233873518,1e+06,5186.3780943932,1437.5,6623.8780943932,264955.123775728,0.0164571712979077
"595","POWAY",725000,739500,580000,3008.09929474806,833.75,3841.84929474806,153673.971789922,0.321574264734138,591600,3068.26128064302,850.425,3918.68628064302,156747.451225721,0.310648536595813
"596","PRUNEDALE",626000,583750,500800,2597.33814967211,719.9,3317.23814967211,132689.525986885,0.236051572368687,467000,2422.03857008162,671.3125,3093.35107008162,123734.042803265,0.263114816765309
"597","QUARTZ HILL",359500,360000,287600,1491.60233994748,413.425,1905.02733994748,76201.0935978994,0.482517621122898,288000,1493.67689118524,414,1907.67689118524,76307.0756474097,0.479812706172823
"598","RAIL ROAD FLAT",257500,225000,206000,1068.393887445,296.125,1364.518887445,54580.7554978,0.433706030285412,180000,933.548056990776,258.75,1192.29805699078,47691.922279631,0.484815546467695
"599","RAMONA",539500,521375,431600,2238.44078554011,620.425,2858.86578554011,114354.631421604,0.284784063794631,417100,2163.2383031714,599.58125,2762.8195531714,110512.782126856,0.299017092751713
"600","RANCHO CORDOVA",356250,360000,285000,1478.11775690206,409.6875,1887.80525690206,75512.2102760825,0.414953941092957,288000,1493.67689118524,414,1907.67689118524,76307.0756474097,0.407791749847653
"601","RANCHO CUCAMONGA",515000,495000,412000,2136.78777489,592.25,2729.03777489,109161.5109956,0.378267345285895,396000,2053.80572537971,569.25,2623.05572537971,104922.229015188,0.396642626588302
"602","RANCHO MIRAGE",520000,5e+05,416000,2157.53328726757,598,2755.53328726757,110221.331490703,0.371142608494021,4e+05,2074.55123775728,575,2649.55123775728,105982.049510291,0.382937590968056
"603","RANCHO MURIETA",580000,510000,464000,2406.47943579844,667,3073.47943579844,122939.177431938,0.423966296020964,408000,2116.04226251243,586.5,2702.54226251243,108101.690500497,0.518428841259334
"604","RANCHO PALOS VERDES",1322500,1300000,1058000,5487.188023868,1520.875,7008.063023868,280322.52095472,0.204769262078888,1040000,5393.83321816893,1495,6888.83321816893,275553.328726757,0.204806570572748
"605","RANCHO SANTA FE",2273750,2300000,1819000,9434.02175370123,2614.8125,12048.8342537012,481953.370148049,0.156298000763175,1840000,9542.93569368349,2645,12187.9356936835,487517.427747339,0.152300062772716
"606","RANCHO SANTA MARGARITA",655000,650000,524000,2717.66212146204,753.25,3470.91212146204,138836.484858481,0.408681042819132,520000,2696.91660908446,747.5,3444.41660908446,137776.664363379,0.41116147116878
"607","RANDSBURG",145000,197750,116000,601.619858949611,166.75,768.369858949611,30734.7943579844,0.556161851295538,158200,820.485014533004,227.4125,1047.897514533,41915.9005813202,0.261018992750102
"608","RED BLUFF",236950,305000,189560,983.129831573175,272.4925,1255.62233157317,50224.893262927,0.339582322168061,244000,1265.47625503194,350.75,1616.22625503194,64649.0502012776,0.25030278390273
"609","REDCREST",350000,260000,280000,1452.1858664301,402.5,1854.6858664301,74187.4346572038,0.221815850374939,208000,1078.76664363379,299,1377.76664363379,55110.6657453514,0.379944980414191
"610","REDDING",284500,260000,227600,1180.41965428389,327.175,1507.59465428389,60303.7861713557,0.42713161835942,208000,1078.76664363379,299,1377.76664363379,55110.6657453514,0.458011817950222
"611","REDLANDS",415000,435000,332000,1721.87752733854,477.25,2199.12752733854,87965.1010935417,0.430275697797999,348000,1804.85957684883,500.25,2305.10957684883,92204.3830739533,0.407503040003156
"612","REDONDO BEACH",1185000,1100000,948000,4916.68643348475,1362.75,6279.43643348475,251177.45733939,0.150688253321419,880000,4564.01272306602,1265,5829.01272306602,233160.508922641,0.180066053941496
"613","REDWAY",285000,309500,228000,1182.49420552165,327.75,1510.24420552165,60409.768220866,0.297228445592389,247600,1284.14721617176,355.925,1640.07221617176,65602.8886468703,0.256779104225411
"614","REDWOOD CITY",1555000,1692175,1244000,6451.85434942514,1788.25,8240.10434942514,329604.173977006,0.136849744168914,1353740,7021.00748150385,1946.00125,8967.00873150385,358680.349260154,0.124227946829125
"615","REDWOOD VALLEY",475000,425000,380000,1970.82367586942,546.25,2517.07367586942,100682.947034777,0.303227853652706,340000,1763.36855209369,488.75,2252.11855209369,90084.7420837475,0.374821885318264
"616","REEDLEY",252499.5,211000,201999.6,1047.64630051619,290.374425,1338.02072551619,53520.8290206476,0.467817652649504,168800,875.460622333572,242.65,1118.11062233357,44724.4248933429,0.548979373486454
"617","RIALTO",345000,352500,276000,1431.44035405252,396.75,1828.19035405252,73127.6141621009,0.387659055198618,282000,1462.55862261888,405.375,1867.93362261888,74717.3449047553,0.372781021907299
"618","RICHMOND",539500,5e+05,431600,2238.44078554011,620.425,2858.86578554011,114354.631421604,0.222474097934353,4e+05,2074.55123775728,575,2649.55123775728,105982.049510291,0.252527096676456
"619","RIDGECREST",235000,50000,188000,975.039081745922,270.25,1245.28908174592,49811.5632698369,0.619812013244055,40000,207.455123775728,57.5,264.955123775728,10598.2049510291,0.936731954220497
"620","RIO DELL",320500,170000,256400,1329.78734340242,368.575,1698.36234340242,67934.4937360967,0.253366659829807,136000,705.347420837475,195.5,900.847420837475,36033.896833499,0.578210790597262
"621","RIO LINDA",295000,291500,236000,1223.9852302768,339.25,1563.2352302768,62529.4092110718,0.479751569634928,233200,1209.46337161249,335.225,1544.68837161249,61787.5348644998,0.483488253625478
"622","RIO VISTA",365000,369950,292000,1514.42240356281,419.75,1934.17240356281,77366.8961425126,0.395472094594247,295960,1534.96046081661,425.4425,1960.40296081661,78416.1184326645,0.387767924350321
"623","RIPON",515000,511000,412000,2136.78777489,592.25,2729.03777489,109161.5109956,0.419849296588573,408800,2120.19136498794,587.65,2707.84136498794,108313.654599518,0.420398991318086
"624","RIVERBANK",325000,314000,260000,1348.45830454223,373.75,1722.20830454223,68888.3321816893,0.524340056512953,251200,1302.81817731157,361.1,1663.91817731157,66556.7270924629,0.538662394977891
"625","RIVERDALE",195000,177745,156000,809.074982725339,224.25,1033.32498272534,41332.9993090136,0.634103141602138,142196,737.482219510335,204.40675,941.888969510335,37675.5587804134,0.675417169932606
"626","RIVERSIDE",405000,390000,324000,1680.3865025834,465.75,2146.1365025834,85845.4601033359,0.366807044817302,312000,1618.14996545068,448.5,2066.64996545068,82665.9986180271,0.381169963169509
"627","ROBBINS",449000,467500,359200,1862.94701150604,516.35,2379.29701150604,95171.8804602415,0.185247678370417,374000,1939.70540730306,537.625,2477.33040730306,99093.2162921223,0.16863689978657
"628","ROCKLIN",515000,467500,412000,2136.78777489,592.25,2729.03777489,109161.5109956,0.419291719587373,374000,1939.70540730306,537.625,2477.33040730306,99093.2162921223,0.463616598402311
"629","RODEO",580000,483500,464000,2406.47943579844,667,3073.47943579844,122939.177431938,0.268392463305075,386800,2006.09104691129,556.025,2562.11604691129,102484.641876452,0.35758464922439
"630","ROHNERT PARK",525000,535000,420000,2178.27879964514,603.75,2782.02879964514,111281.151985806,0.235562810472041,428000,2219.76982440029,615.25,2835.01982440029,113400.792976012,0.224386016199459
"631","ROLLING HILLS",1604000,1762500,1283200,6655.16037072535,1844.6,8499.76037072535,339990.414829014,0.464612151310212,1410000,7312.79311309441,2026.875,9339.66811309441,373586.724523777,0.4335524528915
"632","ROMOLAND",361990,335000,289592,1501.93360511152,416.2885,1918.22210511152,76728.8842044606,0.311085898751993,268000,1389.94932929738,385.25,1775.19932929738,71007.9731718951,0.352121121637656
"633","ROSAMOND",252000,243000,201600,1045.57382382967,289.8,1335.37382382967,53414.9529531868,0.578222202320185,194400,1008.23190155004,279.45,1287.68190155004,51507.2760620015,0.590577521133071
"634","ROSEMEAD",571500,602400,457200,2371.21206475657,657.225,3028.43706475657,121137.482590263,0.141440810547598,481920,2499.41933124997,692.76,3192.17933124997,127687.173249999,0.123383277400452
"635","ROSEVILLE",465000,439950,372000,1929.33265111427,534.75,2464.08265111427,98563.3060445708,0.445469044054728,351960,1825.39763410263,505.9425,2331.34013410263,93253.6053641052,0.469477285415488
"636","ROSS",2600000,4205000,2080000,10787.6664363379,2990,13777.6664363379,551106.657453514,0,3364000,17446.9759095387,4835.75,22282.7259095387,891309.036381549,0
"637","ROSSMOOR",1050000,1047000,840000,4356.55759929029,1207.5,5564.05759929029,222562.303971612,0.269600440931465,837600,4344.11029186374,1204.05,5548.16029186374,221926.41167455,0.268630092418255
"638","ROUGH AND READY",6e+05,362000,480000,2489.46148530874,690,3179.46148530874,127178.459412349,0.135161021485361,289600,1501.97509613627,416.3,1918.27509613627,76731.0038454508,0.394519443788565
"639","ROUND MOUNTAIN",250000,620000,2e+05,1037.27561887864,287.5,1324.77561887864,52991.0247551456,0.445156195055465,496000,2572.44353481903,713,3285.44353481903,131417.741392761,0.0953295299706256
"640","ROWLAND HEIGHTS",628000,620000,502400,2605.63635462314,722.2,3327.83635462314,133113.454184926,0.218535268470061,496000,2572.44353481903,713,3285.44353481903,131417.741392761,0.221634165036737
"641","RUNNING SPRINGS",204900,214000,163920,850.151097232933,235.635,1085.78609723293,43431.4438893173,0.692724503665118,171200,887.907929760116,246.1,1134.00792976012,45360.3171904046,0.675800721750331
"642","SACRAMENTO",326000,315000,260800,1352.60740701775,374.9,1727.50740701775,69100.2962807099,0.434252574843006,252000,1306.96727978709,362.25,1669.21727978709,66768.6911914834,0.447085370145324
"643","SALIDA",340000,315000,272000,1410.69484167495,391,1801.69484167495,72067.793666998,0.552569259868504,252000,1306.96727978709,362.25,1669.21727978709,66768.6911914834,0.588827005030478
"644","SALINAS",5e+05,465000,4e+05,2074.55123775728,575,2649.55123775728,105982.049510291,0.209333631507224,372000,1929.33265111427,534.75,2464.08265111427,98563.3060445708,0.234146150084961
"645","SALTON CITY",138999.5,73500,111199.6,576.723169545286,159.849425,736.572594545286,29462.9037818115,0.559746058428869,58800,304.95903195032,84.525,389.48403195032,15579.3612780128,0.78710108059978
"646","SAN ANDREAS",314500,230950,251600,1304.89272854933,361.675,1666.56772854933,66662.7091419732,0.3792996777978,184760,958.235216720088,265.5925,1223.82771672009,48953.1086688035,0.483966542850957
"647","SAN ANSELMO",1355000,1455000,1084000,5622.03385432223,1558.25,7180.28385432223,287211.354172889,0.193838553665574,1164000,6036.94410187368,1673.25,7710.19410187368,308407.764074947,0.182689771249704
"648","SAN ARDO",323000,260000,258400,1340.1600995912,371.45,1711.6100995912,68464.4039836481,0.431742310413971,208000,1078.76664363379,299,1377.76664363379,55110.6657453514,0.550458772351538
"649","SAN BERNARDINO",280000,260000,224000,1161.74869314408,322,1483.74869314408,59349.9477257631,0.342940358449751,208000,1078.76664363379,299,1377.76664363379,55110.6657453514,0.368560907282819
"650","SAN BRUNO",1091944,966500,873555.2,4530.58755352327,1255.7356,5786.32315352327,231452.926140931,0.112696432409502,773200,4010.10754258482,1111.475,5121.58254258482,204863.301703393,0.14703558932523
"651","SAN CARLOS",2008888,1780000,1607110.4,8335.08217383149,2310.2212,10645.3033738315,425812.13495326,0.197129599869614,1424000,7385.40240641592,2047,9432.40240641592,377296.096256637,0.223402982755108
"652","SAN CLEMENTE",995000,989500,796000,4128.35696313699,1144.25,5272.60696313699,210904.27852548,0.245684011650167,791600,4105.53689952166,1137.925,5243.46189952166,209738.475980866,0.245191960150844
"653","SAN DIEGO",620000,579000,496000,2572.44353481903,713,3285.44353481903,131417.741392761,0.261423108738307,463200,2402.33033332293,665.85,3068.18033332293,122727.213332917,0.287802489281714
"654","SAN DIMAS",599500,590000,479600,2487.38693407098,689.425,3176.81193407098,127072.477362839,0.313375614483212,472000,2447.97046055359,678.5,3126.47046055359,125058.818422144,0.318864241994465
"655","SAN FERNANDO",481000,435000,384800,1995.7182907225,553.15,2548.8682907225,101954.7316289,0.242364745652614,348000,1804.85957684883,500.25,2305.10957684883,92204.3830739533,0.28628535476556
"656","SAN FRANCISCO",1385000,1320000,1108000,5746.50692858766,1592.75,7339.25692858766,293570.277143507,0.162552912565477,1056000,5476.81526767922,1518,6994.81526767922,279792.610707169,0.165376630368288
"657","SAN GABRIEL",730000,787000,584000,3028.84480712563,839.5,3868.34480712563,154733.792285025,0.133674050815816,629600,3265.34364822996,905.05,4170.39364822996,166815.745929198,0.116551368522334
"658","SAN GERONIMO",1722500,2200000,1378000,7146.82901407383,1980.875,9127.70401407383,365108.160562953,0.0859068972062109,1760000,9128.02544613203,2530,11658.025446132,466321.017845281,0.0555747728449083
"659","SAN JACINTO",285290,287000,228232,1183.69744523955,328.0835,1511.78094523955,60471.237809582,0.414376055123962,229600,1190.79241047268,330.05,1520.84241047268,60833.6964189072,0.409494935911795
"660","SAN JOAQUIN",202325,182000,161860,839.467158358483,232.67375,1072.14090835848,42885.6363343393,0.320358349103603,145600,755.13665054365,209.3,964.43665054365,38577.466021746,0.364196444538296
"661","SAN JOSE",1125000,1050000,9e+05,4667.74028495388,1293.75,5961.49028495388,238459.611398155,0.157707507358693,840000,4356.55759929029,1207.5,5564.05759929029,222562.303971612,0.178430899153078
"662","SAN JUAN BAUTISTA",579900,610000,463920,2406.06452555089,666.885,3072.94952555089,122917.981022036,0.180138893375253,488000,2530.95251006388,701.5,3232.45251006388,129298.100402555,0.159476193520536
"663","SAN JUAN CAPISTRANO",864000,945000,691200,3584.82453884458,993.6,4578.42453884458,183136.981553783,0.223377551499756,756000,3920.90183936126,1086.75,5007.65183936126,200306.07357445,0.194046007759821
"664","SAN LEANDRO",670500,665000,536400,2781.97320983251,771.075,3553.04820983251,142121.9283933,0.204753870589247,532000,2759.15314621718,764.75,3523.90314621718,140956.125848687,0.205854730511989
"665","SAN LORENZO",682290,651000,545832,2830.89112801883,784.6335,3615.52462801883,144620.985120753,0.228185058600974,520800,2701.06571155998,748.65,3449.71571155998,137988.628462399,0.252799453617987
"666","SAN LUCAS",95000,694225,76000,394.164735173883,109.25,503.414735173883,20136.5894069553,0.856790418515315,555380,2880.4106660641,798.35875,3678.76941606409,147150.776642564,0.0306188463084592
"667","SAN LUIS OBISPO",741930,694225,593544,3078.34359965852,853.2195,3931.56309965852,157262.523986341,0.145400898105534,555380,2880.4106660641,798.35875,3678.76941606409,147150.776642564,0.160035671692301
"668","SAN MARCOS",639000,585000,511200,2651.2764818538,734.85,3386.1264818538,135445.059274152,0.218664643867862,468000,2427.22494817602,672.75,3099.97494817602,123998.997927041,0.250105408199383
"669","SAN MARTIN",1270000,1427000,1016000,5269.36014390349,1460.5,6729.86014390349,269194.40575614,0.194317170810302,1141600,5920.76923255928,1641.05,7561.81923255928,302472.769302371,0.176866818743979
"670","SAN MATEO",372000,1359000,297600,1543.46612089142,427.8,1971.26612089142,78850.6448356566,0.649339224556916,1087200,5638.63026422429,1562.85,7201.48026422429,288059.210568972,0.141689155546375
"671","SAN MIGUEL",372000,370000,297600,1543.46612089142,427.8,1971.26612089142,78850.6448356566,0.8014939096966,296000,1535.16791594039,425.5,1960.66791594039,78426.7166376155,0.800805374929454
"672","SAN PABLO",1100000,420000,880000,4564.01272306602,1265,5829.01272306602,233160.508922641,0.0158174237180535,336000,1742.62303971612,483,2225.62303971612,89024.9215886446,0.2412014168073
"673","SAN RAFAEL",1100000,950000,880000,4564.01272306602,1265,5829.01272306602,233160.508922641,0.169291790286747,760000,3941.64735173883,1092.5,5034.14735173883,201365.894069553,0.201849200307868
"674","SAN RAMON",1075000,985000,860000,4460.28516117815,1236.25,5696.53516117815,227861.406447126,0.294459467243939,788000,4086.86593838184,1132.75,5219.61593838184,208784.637535274,0.329789847440205
"675","SAN SIMEON",7e+05,240000,560000,2904.37173286019,805,3709.37173286019,148374.869314408,0.203969468426249,192000,995.784594123494,276,1271.78459412349,50871.3837649398,0.60685217787076
"676","SANGER",238000,240000,190400,987.486389172465,273.7,1261.18638917247,50447.4555668986,0.492843219717299,192000,995.784594123494,276,1271.78459412349,50871.3837649398,0.487709905038708
"677","SANTA ANA",507500,505000,406000,2105.66950632364,583.625,2689.29450632364,107571.780252946,0.202211248737571,404000,2095.29675013485,580.75,2676.04675013485,107041.870005394,0.202533852633334
"678","SANTA BARBARA",1180000,1290000,944000,4895.94092110718,1357,6252.94092110718,250117.636844287,0.0929716837580055,1032000,5352.34219341378,1483.5,6835.84219341378,273433.687736551,0.0861708197754381
"679","SANTA CLARA",1385000,1427500,1108000,5746.50692858766,1592.75,7339.25692858766,293570.277143507,0.13629534425632,1142000,5922.84378379703,1641.625,7564.46878379703,302578.751351881,0.130413404610609
"680","SANTA CLARITA",499000,5e+05,399200,2070.40213528177,573.85,2644.25213528177,105770.085411271,0.463177850168064,4e+05,2074.55123775728,575,2649.55123775728,105982.049510291,0.459338057399573
"681","SANTA CRUZ",517500,877000,414000,2147.16053107878,595.125,2742.28553107878,109691.421243151,0.283310158527199,701600,3638.76287102627,1008.55,4647.31287102627,185892.514841051,0.119623770256701
"682","SANTA FE SPRINGS",517500,455000,414000,2147.16053107878,595.125,2742.28553107878,109691.421243151,0.27730045480681,364000,1887.84162635912,523.25,2411.09162635912,96443.665054365,0.33988551036348
"683","SANTA MARGARITA",467000,465000,373600,1937.6308560653,537.05,2474.6808560653,98987.234242612,0.395747929203803,372000,1929.33265111427,534.75,2464.08265111427,98563.3060445708,0.395767404236045
"684","SANTA MARIA",395000,391126.5,316000,1638.89547782825,454.25,2093.14547782825,83725.8191131301,0.340662649051355,312901.2,1622.82392938935,449.795475,2072.61940438935,82904.7761755738,0.342377939049651
"685","SANTA MONICA",1435500,1215000,1148400,5956.03660360115,1650.825,7606.86160360115,304274.464144046,0.112659747028327,972000,5041.15950775019,1397.25,6438.40950775019,257536.380310008,0.125945525023117
"686","SANTA PAULA",431250,427450,345000,1789.30044256565,495.9375,2285.23794256565,91409.5177026262,0.309060588011804,341960,1773.5338531587,491.5675,2265.1013531587,90604.0541263479,0.310348049662069
"687","SANTA ROSA",610000,620000,488000,2530.95251006388,701.5,3232.45251006388,129298.100402555,0.212413569841635,496000,2572.44353481903,713,3285.44353481903,131417.741392761,0.204382161657306
"688","SANTA YNEZ",1687500,869000,1350000,7001.61042743082,1940.625,8942.23542743082,357689.417097233,0.0831266724468562,695200,3605.57005122215,999.35,4604.92005122215,184196.802048886,0.236754675168047
"689","SANTEE",5e+05,481500,4e+05,2074.55123775728,575,2649.55123775728,105982.049510291,0.383232983511675,385200,1997.79284196026,553.725,2551.51784196026,102060.71367841,0.401833502036509
"690","SARATOGA",2750000,2750000,2200000,11410.031807665,3162.5,14572.531807665,582901.272306602,0,2200000,11410.031807665,3162.5,14572.531807665,582901.272306602,0
"691","SAUSALITO",1100000,1510000,880000,4564.01272306602,1265,5829.01272306602,233160.508922641,0.284102857465351,1208000,6265.14473802699,1736.5,8001.64473802699,320065.789521079,0.216350564520259
"692","SCOTIA",232500,217500,186000,964.666325557135,267.375,1232.04132555713,49281.6530222854,0.49616255919618,174000,902.429788424417,250.125,1152.55478842442,46102.1915369767,0.550829400217918
"693","SCOTTS VALLEY",965000,899000,772000,4003.88388887155,1109.75,5113.63388887155,204545.355554862,0.210382592454137,719200,3730.04312548759,1033.85,4763.89312548759,190555.725019504,0.23546730156685
"694","SEACLIFF",765000,970000,612000,3174.06339376864,879.75,4053.81339376864,162152.535750746,0.0945841142469104,776000,4024.62940124912,1115.5,5140.12940124912,205605.176049965,0.042960376904154
"695","SEAL BEACH",990000,970000,792000,4107.61145075941,1138.5,5246.11145075941,209844.458030377,0.124299586078543,776000,4024.62940124912,1115.5,5140.12940124912,205605.176049965,0.12680499206602
"696","SEASIDE",544000,515000,435200,2257.11174667992,625.6,2882.71174667992,115308.469867197,0.199437993480338,412000,2136.78777489,592.25,2729.03777489,109161.5109956,0.219283683208323
"697","SEBASTOPOL",860000,815000,688000,3568.22812894252,989,4557.22812894252,182289.125157701,0.153875374605919,652000,3381.51851754437,937.25,4318.76851754437,172750.740701775,0.16939041333912
"698","SELMA",240000,227500,192000,995.784594123494,276,1271.78459412349,50871.3837649398,0.48094909546582,182000,943.920813179562,261.625,1205.54581317956,48221.8325271825,0.503756482482112
"699","SHAFTER",145000,305000,116000,601.619858949611,166.75,768.369858949611,30734.7943579844,0.701419933494849,244000,1265.47625503194,350.75,1616.22625503194,64649.0502012776,0.31152395093972
"700","SHANDON",329000,305000,263200,1365.05471444429,378.35,1743.40471444429,69736.1885777716,0.49530536336345,244000,1265.47625503194,350.75,1616.22625503194,64649.0502012776,0.538245365387365
"701","SHASTA LAKE",199450,215000,159560,827.538488741379,229.3675,1056.90598874138,42276.2395496552,0.549188810078739,172000,892.05703223563,247.25,1139.30703223563,45572.2812894252,0.518846321328976
"702","SHAVER LAKE",405500,460000,324400,1682.46105382115,466.325,2148.78605382115,85951.4421528462,0.559956595410879,368000,1908.5871387367,529,2437.5871387367,97503.4855494679,0.489484802596888
"703","SHELTER COVE",350000,385000,280000,1452.1858664301,402.5,1854.6858664301,74187.4346572038,0.259462773572191,308000,1597.40445307311,442.75,2040.15445307311,81606.1781229242,0.216423630365621
"704","SHERIDAN",315000,465000,252000,1306.96727978709,362.25,1669.21727978709,66768.6911914834,0.586040429152835,372000,1929.33265111427,534.75,2464.08265111427,98563.3060445708,0.41551349379182
"705","SHINGLE SPRINGS",569888,543000,455910.4,2364.52371156604,655.3712,3019.89491156604,120795.796462642,0.371007569191561,434400,2252.96264420441,624.45,2877.41264420441,115096.505768176,0.395754756885909
"706","SHINGLETOWN",255000,210000,204000,1058.02113125621,293.25,1351.27113125621,54050.8452502485,0.462515447644193,168000,871.311519858058,241.5,1112.81151985806,44512.4607943223,0.555189111395198
"707","SIERRA MADRE",1097500,810000,878000,4553.63996687723,1262.125,5815.76496687723,232630.598675089,0.207029970763518,648000,3360.77300516679,931.5,4292.27300516679,171690.920206672,0.317155361320292
"708","SIERRAVILLE",385000,215000,308000,1597.40445307311,442.75,2040.15445307311,81606.1781229242,0.303881590037313,172000,892.05703223563,247.25,1139.30703223563,45572.2812894252,0.541409966884013
"709","SIGNAL HILL",570000,453000,456000,2364.9884110433,655.5,3020.4884110433,120819.536441732,0.267891842767255,362400,1879.5434214081,520.95,2400.4934214081,96019.7368563238,0.372075536782206
"710","SIMI VALLEY",585000,544500,468000,2427.22494817602,672.75,3099.97494817602,123998.997927041,0.389553610061315,435600,2259.18629791768,626.175,2885.36129791768,115414.451916707,0.428276909515603
"711","SKY VALLEY",330000,185000,264000,1369.2038169198,379.5,1748.7038169198,69948.1526767922,0.304183043229665,148000,767.583957970194,212.75,980.333957970194,39213.3583188077,0.533352732991147
"712","SMARTSVILLE",430000,350000,344000,1784.11406447126,494.5,2278.61406447126,91144.5625788504,0.344272778276272,280000,1452.1858664301,402.5,1854.6858664301,74187.4346572038,0.41580895228419
"713","SMITH RIVER",212000,221000,169600,879.609724809087,243.8,1123.40972480909,44936.3889923635,0.472416809018254,176800,916.951647088718,254.15,1171.10164708872,46844.0658835487,0.455765080458171
"714","SODA SPRINGS",615000,370000,492000,2551.69802244145,707.25,3258.94802244145,130357.920897658,0.144974838516635,296000,1535.16791594039,425.5,1960.66791594039,78426.7166376155,0.306372657864607
"715","SOLANA BEACH",1292500,1325000,1034000,5362.71494960257,1486.375,6849.08994960257,273963.597984103,0.21875402713219,1060000,5497.56078005679,1523.75,7021.31078005679,280852.431202272,0.214321761877672
"716","SOLEDAD",379450,375000,303560,1574.376934334,436.3675,2010.744434334,80429.77737336,0.340743565317125,3e+05,1555.91342831796,431.25,1987.16342831796,79486.5371327184,0.342722059499792
"717","SOLVANG",790000,882497.5,632000,3277.7909556565,908.5,4186.2909556565,167451.63822626,0.153743081813018,705998,3661.57256188541,1014.872125,4676.44468688541,187057.787475416,0.126720517617067
"718","SONOMA",827000,750000,661600,3431.30774725054,951.05,4382.35774725054,175294.309890022,0.17285517874828,6e+05,3111.82685663592,862.5,3974.32685663592,158973.074265437,0.198353038940105
"719","SONORA",359000,329750,287200,1489.52778870973,412.85,1902.37778870973,76095.1115483891,0.236961112738625,263800,1368.16654130093,379.2125,1747.37904130093,69895.161652037,0.269166866537116
"720","SOQUEL",912000,845000,729600,3783.98145766928,1048.8,4832.78145766928,193311.258306771,0.144956052412175,676000,3505.9915918098,971.75,4477.7415918098,179109.663672392,0.172915797413208
"721","SOULSBYVILLE",355000,502000,284000,1472.93137880767,408.25,1881.18137880767,75247.2551523067,0.490584065515556,401600,2082.84944270831,577.3,2660.14944270831,106405.977708332,0.295803559357047
"722","SOUTH EL MONTE",498800,502000,399040,2069.57231478666,573.62,2643.19231478666,105727.692591467,0.157858112336272,401600,2082.84944270831,577.3,2660.14944270831,106405.977708332,0.154305776579378
"723","SOUTH GATE",441000,455000,352800,1829.75419170192,507.15,2336.90419170192,93476.1676680769,0.207251276914211,364000,1887.84162635912,523.25,2411.09162635912,96443.665054365,0.18956444415164
"724","SOUTH LAKE TAHOE",493000,487000,394400,2045.50752042868,566.95,2612.45752042868,104498.300817147,0.21982811992241,389600,2020.61290557559,560.05,2580.66290557559,103226.516223024,0.221337901006469
"725","SOUTH PASADENA",1200000,1500000,960000,4978.92297061747,1380,6358.92297061747,254356.918824699,0.118829980693188,1200000,6223.65371327184,1725,7948.65371327184,317946.148530874,0.097610202647725
"726","SPRECKELS",550000,490000,440000,2282.00636153301,632.5,2914.50636153301,116580.25446132,0.252790514303291,392000,2033.06021300213,563.5,2596.56021300213,103862.408520085,0.294965253638357
