"","region","Price.2017-Q4","Price.2017-Q3","principal.2017-Q4","pmt.2017-Q4","t_i.2017-Q4","pti.2017-Q4","min_inc.2017-Q4","HAI.2017-Q4","principal.2017-Q3","pmt.2017-Q3","t_i.2017-Q3","pti.2017-Q3","min_inc.2017-Q3","HAI.2017-Q3"
"290","GRANITE BAY",793000,753500,634400,3290.23826308305,911.95,4202.18826308305,168087.530523322,0.363030557121334,602800,3126.34871530022,866.525,3992.87371530022,159714.948612009,0.382972177628971
"291","GRASS VALLEY",422500,4e+05,338000,1752.9957959049,485.875,2238.8707959049,89554.8318361961,0.180127685317832,320000,1659.64099020582,460,2119.64099020582,84785.639608233,0.196272429390773
"292","GREENFIELD",328500,370000,262800,1362.98016320653,377.775,1740.75516320653,69630.2065282613,0.355684524305002,296000,1535.16791594039,425.5,1960.66791594039,78426.7166376155,0.277000092097105
"293","GRIDLEY",238000,235000,190400,987.486389172465,273.7,1261.18638917247,50447.4555668986,0.467873006786562,188000,975.039081745922,270.25,1245.28908174592,49811.5632698369,0.470076440863362
"294","GRIZZLY FLATS",263000,220000,210400,1091.21395106033,302.45,1393.66395106033,55746.5580424132,0.558449873951671,176000,912.802544613203,253,1165.8025446132,46632.1017845281,0.635939934943867
"295","GROVER BEACH",520000,510000,416000,2157.53328726757,598,2755.53328726757,110221.331490703,0.241622776737613,408000,2116.04226251243,586.5,2702.54226251243,108101.690500497,0.247212310991677
"296","GUERNEVILLE",487500,390000,390000,2022.68745681335,560.625,2583.31245681335,103332.498272534,0.21941812625987,312000,1618.14996545068,448.5,2066.64996545068,82665.9986180271,0.318630782688248
"297","GUSTINE",297000,662500,237600,1232.28343522782,341.55,1573.83343522782,62953.337409113,0.369274427323257,530000,2748.7803900284,761.875,3510.6553900284,140426.215601136,0.0771119613090618
"298","HACIENDA HEIGHTS",660500,662500,528400,2740.48218507737,759.575,3500.05718507737,140002.287403095,0.253390588766378,530000,2748.7803900284,761.875,3510.6553900284,140426.215601136,0.249543859337513
"299","HALF MOON BAY",1250000,1320000,1e+06,5186.3780943932,1437.5,6623.8780943932,264955.123775728,0.244912871344692,1056000,5476.81526767922,1518,6994.81526767922,279792.610707169,0.235554652720784
"300","HAMILTON CITY",187000,140000,149600,775.882162921223,215.05,990.932162921223,39637.2865168489,0.532866025112415,112000,580.874346572038,161,741.874346572038,29674.9738628815,0.681721491428059
"301","HANFORD",245000,240000,196000,1016.53010650107,281.75,1298.28010650107,51931.2042600427,0.542034971391385,192000,995.784594123494,276,1271.78459412349,50871.3837649398,0.54609808062556
"302","HAWAIIAN GARDENS",341500,315500,273200,1416.91849538822,392.725,1809.64349538822,72385.7398155289,0.239353028990606,252400,1309.04183102484,362.825,1671.86683102484,66874.6732409938,0.275625858945885
"303","HAWTHORNE",730000,607000,584000,3028.84480712563,839.5,3868.34480712563,154733.792285025,0.0825694421363624,485600,2518.50520263734,698.05,3216.55520263734,128662.208105494,0.123514541450639
"304","HAYFORK",377500,660000,302000,1566.28618450675,434.125,2000.41118450675,80016.4473802699,0.185944557527713,528000,2738.40763383961,759,3497.40763383961,139896.305353584,0.0461434372027845
"305","HAYWARD",675000,660000,540000,2800.64417097233,776.25,3576.89417097233,143075.766838893,0.21323328112905,528000,2738.40763383961,759,3497.40763383961,139896.305353584,0.220582010475537
"306","HEALDSBURG",950000,9e+05,760000,3941.64735173883,1092.5,5034.14735173883,201365.894069553,0.126777953355235,720000,3734.1922279631,1035,4769.1922279631,190767.689118524,0.142708072531241
"307","HEMET",263250,252400,210600,1092.25122667921,302.7375,1394.98872667921,55799.5490671683,0.329621098956018,201920,1047.23346481987,290.26,1337.49346481987,53499.738592795,0.342389147450801
"308","HERALD",545000,650000,436000,2261.26084915544,626.75,2888.01084915544,115520.433966217,0.461662459150345,520000,2696.91660908446,747.5,3444.41660908446,137776.664363379,0.340547175524027
"309","HERCULES",605000,547500,484000,2510.20699768631,695.75,3205.95699768631,128238.279907452,0.422872802311905,438000,2271.63360534422,629.625,2901.25860534422,116050.344213769,0.478735291096154
"310","HERLONG",84500,87000,67600,350.59915918098,97.175,447.77415918098,17910.9663672392,0.892894133033051,69600,360.971915369767,100.05,461.021915369767,18440.8766147907,0.887808749379864
"311","HERMOSA BEACH",1805000,1375000,1444000,7489.12996830378,2075.75,9564.87996830378,382595.198732151,0.142056114625278,1100000,5705.01590383252,1581.25,7286.26590383252,291450.636153301,0.18753449747764
"312","HESPERIA",276000,265000,220800,1145.15228324202,317.4,1462.55228324202,58502.0913296807,0.434264759701624,212000,1099.51215601136,304.75,1404.26215601136,56170.4862404543,0.449789980837024
"313","HICKMAN",218000,337000,174400,904.504339662174,250.7,1155.20433966217,46208.173586487,0.679773064978876,269600,1398.24753424841,387.55,1785.79753424841,71431.9013699363,0.52147604558916
"314","HIDDEN HILLS",2873000,3125000,2298400,11920.3714121533,3303.95,15224.3214121533,608972.856486133,0,2500000,12965.945235983,3593.75,16559.695235983,662387.80943932,0
"315","HIDDEN VALLEY LAKE",334000,310500,267200,1385.80022682186,384.1,1769.90022682186,70796.0090728745,0.482984339183828,248400,1288.29631864727,357.075,1645.37131864727,65814.8527458908,0.520777543260648
"316","HIGHLAND",330000,335500,264000,1369.2038169198,379.5,1748.7038169198,69948.1526767922,0.442626494110298,268400,1392.02388053513,385.825,1777.84888053513,71113.9552214054,0.433719965322295
"317","HILLSBOROUGH",4258667,302500,3406933.6,17669.6457920922,4897.46705,22567.1128420922,902684.513683687,0,242000,1255.10349884315,347.875,1602.97849884315,64119.1399537262,0.904232307488909
"318","HOLLISTER",565800,542017,452640,2347.56218064614,650.67,2998.23218064614,119929.287225846,0.28067486152756,433613.6,2248.88407647098,623.31955,2872.20362647098,114888.145058839,0.301290475476398
"319","HOMELAND",357500,399900,286000,1483.30413499645,411.125,1894.42913499645,75777.1653998582,0.236913296537383,319920,1659.22607995827,459.885,2119.11107995827,84764.4431983309,0.198288559341257
"320","HOOD",374950,389000,299960,1555.70597319418,431.1925,1986.89847319418,79475.9389277674,0.548054318513551,311200,1614.00086297516,447.35,2061.35086297516,82454.0345190066,0.524011979742458
"321","HOPLAND",975000,389000,780000,4045.3749136267,1121.25,5166.6249136267,206664.996545068,0.0304689462413977,311200,1614.00086297516,447.35,2061.35086297516,82454.0345190066,0.251724013777006
"322","HUGHSON",355000,358000,284000,1472.93137880767,408.25,1881.18137880767,75247.2551523067,0.445671045646971,286400,1485.37868623421,411.7,1897.07868623421,75883.1474493685,0.439446464351352
"323","HUMBOLDT HILL",326500,327450,261200,1354.6819582555,375.475,1730.1569582555,69206.2783302201,0.372300102614511,261960,1358.62360560724,376.5675,1735.19110560724,69407.6442242897,0.36705344165399
"324","HUNTINGTON BEACH",785888,761000,628710.4,3260.72984627719,903.7712,4164.50104627719,166580.041851087,0.234808106629339,608800,3157.46698386658,875.15,4032.61698386658,161304.679354663,0.244618159927682
"325","HUNTINGTON PARK",275000,410000,220000,1141.0031807665,316.25,1457.2531807665,58290.1272306602,0.319605249519418,328000,1701.13201496097,471.5,2172.63201496097,86905.2805984388,0.154310908995199
"326","HURON",140000,325000,112000,580.874346572038,161,741.874346572038,29674.9738628815,0.507654909498402,260000,1348.45830454223,373.75,1722.20830454223,68888.3321816893,0.146029509115819
"327","HYDESVILLE",615865,325000,492692,2555.28699608277,708.24475,3263.53174608277,130541.269843311,0.178526092495189,260000,1348.45830454223,373.75,1722.20830454223,68888.3321816893,0.412848181055377
"328","IMPERIAL",226000,214750,180800,937.69715946629,259.9,1197.59715946629,47903.8863786516,0.749233552028878,171800,891.019756616752,246.9625,1137.98225661675,45519.2902646701,0.762770782013299
"329","IMPERIAL BEACH",610000,523750,488000,2530.95251006388,701.5,3232.45251006388,129298.100402555,0.0917114558506311,419000,2173.09242155075,602.3125,2775.40492155075,111016.19686203,0.142643439861753
"330","INDIAN WELLS",735500,660000,588400,3051.66487074096,845.825,3897.48987074096,155899.594829638,0.329745456897574,528000,2738.40763383961,759,3497.40763383961,139896.305353584,0.364474610749814
"331","INDIO",320762.5,305000,256610,1330.87648280224,368.876875,1699.75335780224,67990.1343120896,0.414249957900872,244000,1265.47625503194,350.75,1616.22625503194,64649.0502012776,0.437282363671142
"332","INGLEWOOD",510000,507500,408000,2116.04226251243,586.5,2702.54226251243,108101.690500497,0.152733493503613,406000,2105.66950632364,583.625,2689.29450632364,107571.780252946,0.152605534798076
"333","INVERNESS",1432500,1300000,1146000,5943.58929617461,1647.375,7590.96429617461,303638.571846984,0.119640864503105,1040000,5393.83321816893,1495,6888.83321816893,275553.328726757,0.125200289376461
"334","IONE",404500,399999,323600,1678.31195134564,465.175,2143.48695134564,85739.4780538256,0.354120235733604,319999.2,1659.63684110335,459.99885,2119.63569110335,84785.4276441339,0.35789909977994
"335","IRVINE",859000,819000,687200,3564.07902646701,987.85,4551.92902646701,182077.16105868,0.242915159201925,655200,3398.11492744643,941.85,4339.96492744642,173598.597097857,0.261562258125533
"336","ISLETON",305000,352499.5,244000,1265.47625503194,350.75,1616.22625503194,64649.0502012776,0.353571075438889,281999.6,1462.55654806764,405.374425,1867.93097306764,74717.2389227058,0.290545048983138
"337","IVANHOE",110000,162000,88000,456.401272306602,126.5,582.901272306602,23316.0508922641,0.660128135567813,129600,672.154601033359,186.3,858.454601033359,34338.1840413343,0.491568534898817
"338","JACKSON",385000,324950,308000,1597.40445307311,442.75,2040.15445307311,81606.1781229242,0.354509088649099,259960,1348.25084941846,373.6925,1721.94334941846,68877.7339767383,0.429670058384955
"339","JAMESTOWN",333000,249000,266400,1381.65112434635,382.95,1764.60112434635,70584.0449738539,0.334602110554131,199200,1033.12651640313,286.35,1319.47651640313,52779.060656125,0.476200478844745
"340","JAMUL",615000,674000,492000,2551.69802244145,707.25,3258.94802244145,130357.920897658,0.525463510826049,539200,2796.49506849681,775.1,3571.59506849681,142863.802739873,0.461113292694627
"341","JANESVILLE",241500,292499.5,193200,1002.00824783677,277.725,1279.73324783677,51189.3299134706,0.722262650979109,233999.6,1213.61039953677,336.374425,1549.98482453677,61999.3929814708,0.630590883865156
"342","JENNER",642500,838800,514000,2665.7983405181,738.875,3404.6733405181,136186.933620724,0.140474157378884,671040,3480.26715646161,964.62,4444.88715646161,177795.486258465,0.067150818943429
"343","JOSHUA TREE",193500,165000,154800,802.851329012067,222.525,1025.37632901207,41015.0531604827,0.538470398778377,132000,684.601908459902,189.75,874.351908459902,34974.0763383961,0.584247183800294
"344","JULIAN",395000,4e+05,316000,1638.89547782825,454.25,2093.14547782825,83725.8191131301,0.300451243658407,320000,1659.64099020582,460,2119.64099020582,84785.639608233,0.292568873042269
"345","JUNCTION CITY",723000,787500,578400,2999.80108979703,831.45,3831.25108979703,153250.043591881,0.0277233414425466,630000,3267.41819946772,905.625,4173.04319946772,166921.727978709,0.0274056168152873
"346","JUNE LAKE",862500,787500,690000,3578.60088513131,991.875,4570.47588513131,182819.035405252,0.0684334234806422,630000,3267.41819946772,905.625,4173.04319946772,166921.727978709,0.088833632667616
"347","KELSEYVILLE",3e+05,279000,240000,1244.73074265437,345,1589.73074265437,63589.2297061747,0.41424685508591,223200,1157.59959066856,320.85,1478.44959066856,59137.9836267425,0.438118742339016
"348","KENSINGTON",1335000,1225000,1068000,5539.05180481194,1535.25,7074.30180481194,282972.072192477,0.24181851790997,980000,5082.65053250534,1408.75,6491.40053250534,259656.021300213,0.254051066265312
"349","KENTFIELD",2492500,2650000,1994000,10341.63792022,2866.375,13208.01292022,528320.516808802,0,2120000,10995.1215601136,3047.5,14042.6215601136,561704.862404543,0
"350","KENWOOD",925000,1983245,740000,3837.91978985097,1063.75,4901.66978985097,196066.791594039,0.177038943692265,1586596,8228.68673905187,2280.73175,10509.4184890519,420376.739562075,0.071049310310227
"351","KERMAN",258325,265000,206660,1071.8168969873,297.07375,1368.8906469873,54755.625879492,0.445660447605845,212000,1099.51215601136,304.75,1404.26215601136,56170.4862404543,0.431363755932679
"352","KEYES",259900,205000,207920,1078.35173338623,298.885,1377.23673338623,55089.4693354494,0.479834127446947,164000,850.566007480485,235.75,1086.31600748048,43452.6402992194,0.589610045899207
"353","KING CITY",285000,310000,228000,1182.49420552165,327.75,1510.24420552165,60409.768220866,0.411434452105913,248000,1286.22176740951,356.5,1642.72176740951,65708.8706963805,0.371239677374595
"354","KINGS BEACH",485000,465000,388000,2012.31470062456,557.75,2570.06470062456,102802.588024982,0.165700466003673,372000,1929.33265111427,534.75,2464.08265111427,98563.3060445708,0.176227449795279
"355","KINGSBURG",272500,305000,218000,1130.63042457772,313.375,1444.00542457772,57760.2169831087,0.541933887402827,244000,1265.47625503194,350.75,1616.22625503194,64649.0502012776,0.496432737597449
"356","KLAMATH",250000,132500,2e+05,1037.27561887864,287.5,1324.77561887864,52991.0247551456,0.274076660414137,106000,549.756078005679,152.375,702.131078005679,28085.2431202272,0.539536210123976
"357","KNIGHTS LANDING",339000,195000,271200,1406.54573919944,389.85,1796.39573919944,71855.8295679774,0.386056298410287,156000,809.074982725339,224.25,1033.32498272534,41332.9993090136,0.615323728301701
"358","KNIGHTSEN",725000,1125000,580000,3008.09929474806,833.75,3841.84929474806,153673.971789922,0.197639554745651,9e+05,4667.74028495388,1293.75,5961.49028495388,238459.611398155,0.0774566530929988
"359","LA HABRA",536000,568000,428800,2223.9189268758,616.4,2840.3189268758,113612.757075032,0.280660865648205,454400,2356.69020609227,653.2,3009.89020609227,120395.608243691,0.248269866295148
"360","LA HABRA HEIGHTS",1660000,747500,1328000,6887.51010935417,1909,8796.51010935417,351860.404374167,0.126234943047576,598000,3101.45410044713,859.625,3961.07910044713,158443.164017885,0.357958225036649
"361","LA HONDA",1051000,851000,840800,4360.7067017658,1208.65,5569.3567017658,222774.268070632,0.291778259927527,680800,3530.88620666289,978.65,4509.53620666289,180381.448266516,0.358258595862824
"362","LA MESA",544000,530000,435200,2257.11174667992,625.6,2882.71174667992,115308.469867197,0.223200526149598,424000,2199.02431202272,609.5,2808.52431202272,112340.972480909,0.23241098810422
"363","LA MIRADA",604500,565000,483600,2508.13244644855,695.175,3203.30744644855,128132.297857942,0.313560775629516,452000,2344.24289866573,649.75,2993.99289866573,119759.715946629,0.346395730383359
"364","LA PALMA",670000,723000,536000,2779.89865859476,770.5,3550.39865859476,142015.94634379,0.295933927539948,578400,2999.80108979703,831.45,3831.25108979703,153250.043591881,0.26196334214276
"365","LA PUENTE",470000,450000,376000,1950.07816349184,540.5,2490.57816349184,99623.1265396737,0.265507356249067,360000,1867.09611398155,517.5,2384.59611398155,95383.8445592621,0.287543662307587
"366","LA QUINTA",460000,450000,368000,1908.5871387367,529,2437.5871387367,97503.4855494679,0.434404386828444,360000,1867.09611398155,517.5,2384.59611398155,95383.8445592621,0.44171827834353
"367","LA SELVA BEACH",981788,814750,785430.4,4073.53902123049,1129.0562,5202.59522123049,208103.80884922,0.189219683884332,651800,3380.48124192549,936.9625,4317.44374192549,172697.74967702,0.271764798612422
"368","LA VERNE",675000,642500,540000,2800.64417097233,776.25,3576.89417097233,143075.766838893,0.253909367247453,514000,2665.7983405181,738.875,3404.6733405181,136186.933620724,0.277697203553833
"369","LADERA RANCH",790000,716500,632000,3277.7909556565,908.5,4186.2909556565,167451.63822626,0.457578276031304,573200,2972.83192370618,823.975,3796.80692370618,151872.276948247,0.498981091775425
"370","LAFAYETTE",1600012,1275000,1280009.6,6638.613750053,1840.0138,8478.627550053,339145.10200212,0.256306764654475,1020000,5290.10565628106,1466.25,6756.35565628106,270254.226251243,0.295750832211675
"371","LAGUNA BEACH",1800000,1850000,1440000,7468.38445592621,2070,9538.38445592621,381535.378237048,0.199400947902143,1480000,7675.83957970193,2127.5,9803.33957970193,392133.583188077,0.193481685774294
"372","LAGUNA HILLS",690000,7e+05,552000,2862.88070810505,793.5,3656.38070810505,146255.228324202,0.335345860090861,560000,2904.37173286019,805,3709.37173286019,148374.869314408,0.326563993157641
"373","LAGUNA NIGUEL",805000,799500,644000,3340.02749278922,925.75,4265.77749278922,170631.099711569,0.302132442187908,639600,3317.20742917389,919.425,4236.63242917389,169465.297166956,0.303633148108227
"374","LAGUNA WOODS",346000,340000,276800,1435.58945652804,397.9,1833.48945652804,73339.5782611215,0.325386003935699,272000,1410.69484167495,391,1801.69484167495,72067.793666998,0.331518879040306
"375","LAKE ARROWHEAD",395000,405000,316000,1638.89547782825,454.25,2093.14547782825,83725.8191131301,0.433960440816612,324000,1680.3865025834,465.75,2146.1365025834,85845.4601033359,0.420722935765181
"376","LAKE CALIFORNIA",235750,180000,188600,978.150908602557,271.1125,1249.26340860256,49970.5363441023,0.547545338893595,144000,746.838445592621,207,953.838445592621,38153.5378237048,0.669085963608934
"377","LAKE ELSINORE",370000,359949.5,296000,1535.16791594039,425.5,1960.66791594039,78426.7166376155,0.416783701028771,287959.6,1493.46736151023,413.941925,1907.40928651023,76296.3714604091,0.427639842497259
"378","LAKE FOREST",698000,667500,558400,2896.07352790916,802.7,3698.77352790916,147950.941116367,0.314338861136835,534000,2769.52590240597,767.625,3537.15090240597,141486.036096239,0.336035184542579
"379","LAKE HUGHES",284995,278000,227996,1182.47346000927,327.74425,1510.21771000927,60408.7084003709,0.62955079883163,222400,1153.45048819305,319.7,1473.15048819305,58926.0195277219,0.635698590807061
"380","LAKE LOS ANGELES",217500,204950,174000,902.429788424417,250.125,1152.55478842442,46102.1915369767,0.434269967472937,163960,850.358552356709,235.6925,1086.05105235671,43442.0420942684,0.466749546089
"381","LAKE MATHEWS",615000,515000,492000,2551.69802244145,707.25,3258.94802244145,130357.920897658,0.315590785070833,412000,2136.78777489,592.25,2729.03777489,109161.5109956,0.39613690644383
"382","LAKEHEAD",309000,190000,247200,1282.072664934,355.35,1637.422664934,65496.90659736,0.33183317941656,152000,788.329470347766,218.5,1006.82947034777,40273.1788139107,0.513354786062177
"383","LAKEPORT",312000,340000,249600,1294.51997236054,358.8,1653.31997236054,66132.7988944217,0.39250213968726,272000,1410.69484167495,391,1801.69484167495,72067.793666998,0.34428190192673
"384","LAKESIDE",524000,471250,419200,2174.12969716963,602.6,2776.72969716963,111069.187886785,0.287136000238025,377000,1955.26454158624,541.9375,2497.20204158624,99888.0816634495,0.335184675714801
"385","LAKEVIEW",430000,540000,344000,1784.11406447126,494.5,2278.61406447126,91144.5625788504,0.413104904506763,432000,2240.51533677786,621,2861.51533677786,114460.613471115,0.26235290474147
"386","LAKEWOOD",575000,568000,460000,2385.73392342087,661.25,3046.98392342087,121879.356936835,0.310111608997105,454400,2356.69020609227,653.2,3009.89020609227,120395.608243691,0.315139759148519
"387","LANCASTER",280000,265000,224000,1161.74869314408,322,1483.74869314408,59349.9477257631,0.446264320544499,212000,1099.51215601136,304.75,1404.26215601136,56170.4862404543,0.467603876338458
"388","LARKSPUR",1660000,1819894.5,1328000,6887.51010935417,1909,8796.51010935417,351860.404374167,0.178689967521176,1455915.6,7550.92877512533,2092.878675,9643.80745012533,385752.298005013,0.164085246548369
"389","LATHROP",399900,403000,319920,1659.22607995827,459.885,2119.11107995827,84764.4431983309,0.385682631692685,322400,1672.08829763237,463.45,2135.53829763237,85421.5319052947,0.377971997009275
"390","LATON",165425,126000,132340,686.365277011996,190.23875,876.604027011996,35064.1610804798,0.466589597708309,100800,522.786911914835,144.9,667.686911914835,26707.4764765934,0.626726345879595
"391","LAWNDALE",585000,522000,468000,2427.22494817602,672.75,3099.97494817602,123998.997927041,0.138287607436949,417600,2165.8314922186,600.3,2766.1314922186,110645.259688744,0.183711274682499
"392","LAYTONVILLE",291000,374500,232800,1207.38882037474,334.65,1542.03882037474,61681.5528149895,0.251600445191309,299600,1553.8388770802,430.675,1984.5138770802,79380.5550832081,0.180416195881093
"393","LE GRAND",342500,2e+05,274000,1421.06759786374,393.875,1814.94259786374,72597.7039145495,0.205994399397332,160000,829.820495102912,230,1059.82049510291,42392.8198041165,0.474448732841002
"394","LEE VINING",475000,454000,380000,1970.82367586942,546.25,2517.07367586942,100682.947034777,0.146729100103183,363200,1883.69252388361,522.1,2405.79252388361,96231.7009553444,0.178852459709921
"395","LEMON COVE",275000,454000,220000,1141.0031807665,316.25,1457.2531807665,58290.1272306602,0.507799048068658,363200,1883.69252388361,522.1,2405.79252388361,96231.7009553444,0.29503095430966
"396","LEMON GROVE",460000,454000,368000,1908.5871387367,529,2437.5871387367,97503.4855494679,0.251859888164375,363200,1883.69252388361,522.1,2405.79252388361,96231.7009553444,0.257564388894194
"397","LEMOORE",239000,245000,191200,991.63549164798,274.85,1266.48549164798,50659.4196659192,0.526201532751722,196000,1016.53010650107,281.75,1298.28010650107,51931.2042600427,0.515972302753627
"398","LEONA VALLEY",417500,502500,334000,1732.25028352733,480.125,2212.37528352733,88495.0113410932,0.653151839983609,402000,2084.92399394607,577.875,2662.79899394607,106511.959757843,0.540578311314408
"399","LINCOLN",465000,440000,372000,1929.33265111427,534.75,2464.08265111427,98563.3060445708,0.409339418110513,352000,1825.60508922641,506,2331.60508922641,93264.2035690563,0.439070528457442
"400","LINDEN",394500,387750,315600,1636.82092659049,453.675,2090.49592659049,83619.8370636198,0.532984359426724,310200,1608.81448488077,445.9125,2054.72698488077,82189.0793952308,0.537957398087665
"401","LINDSAY",207500,160000,166000,860.938763669271,238.625,1099.56376366927,43982.5505467708,0.397930909819051,128000,663.85639608233,184,847.85639608233,33914.2558432932,0.504500808054918
"402","LITCHFIELD",207500,445000,166000,860.938763669271,238.625,1099.56376366927,43982.5505467708,0.636871221173679,356000,1846.35060160398,511.75,2358.10060160398,94324.0240641592,0.305732945034799
"403","LITTLE RIVER",719675,260000,575740,2986.00532406594,827.62625,3813.63157406594,152545.262962638,0.0920685856483515,208000,1078.76664363379,299,1377.76664363379,55110.6657453514,0.444603534908032
"404","LITTLEROCK",282990,260000,226392,1174.15450954587,325.4385,1499.59300954587,59983.7203818346,0.498423454830603,208000,1078.76664363379,299,1377.76664363379,55110.6657453514,0.526575697078287
"405","LIVE OAK",247450,217750,197960,1026.69540756608,284.5675,1311.26290756608,52450.5163026431,0.619017449385145,174200,903.467064043295,250.4125,1153.8795640433,46155.1825617318,0.66031917550939
"406","LIVERMORE",810000,760000,648000,3360.77300516679,931.5,4292.27300516679,171690.920206672,0.335140239540722,608000,3153.31788139107,874,4027.31788139107,161092.715255643,0.361586067417026
"407","LIVINGSTON",279000,245000,223200,1157.59959066856,320.85,1478.44959066856,59137.9836267425,0.462145895037962,196000,1016.53010650107,281.75,1298.28010650107,51931.2042600427,0.519047040428227
"408","LOCKEFORD",512475,368900,409980,2126.31129113932,589.34625,2715.65754113932,108626.301645573,0.204449706282474,295120,1530.60390321732,424.235,1954.83890321732,78193.5561286928,0.300672207216195
"409","LOCKWOOD",850000,333500,680000,3526.73710418738,977.5,4504.23710418738,180169.484167495,0.0740435074909384,266800,1383.72567558411,383.525,1767.25067558411,70690.0270233642,0.466096044441167
"410","LODI",339500,333500,271600,1408.62029043719,390.425,1799.04529043719,71961.8116174877,0.371900177767566,266800,1383.72567558411,383.525,1767.25067558411,70690.0270233642,0.378747810231967
"411","LOLETA",319450,275000,255560,1325.43078580313,367.3675,1692.79828580313,67711.931432125,0.293022843580199,220000,1141.0031807665,316.25,1457.2531807665,58290.1272306602,0.385903020528429
"412","LOMA LINDA",420000,392500,336000,1742.62303971612,483,2225.62303971612,89024.9215886446,0.355037514679965,314000,1628.52272163946,451.375,2079.89772163946,83195.9088655786,0.385221487229633
"413","LOMA MAR",750000,302000,6e+05,3111.82685663592,862.5,3974.32685663592,158973.074265437,0.329820721169101,241600,1253.0289476054,347.3,1600.3289476054,64013.1579042159,0.645594875983209
"414","LOMA RICA",2e+05,302000,160000,829.820495102912,230,1059.82049510291,42392.8198041165,0.76306089945059,241600,1253.0289476054,347.3,1600.3289476054,64013.1579042159,0.588084190510784
"415","LOMITA",661500,612500,529200,2744.63128755288,760.725,3505.35628755288,140214.251502115,0.187344183842145,490000,2541.32526625267,704.375,3245.70026625267,129828.010650107,0.213738852797407
"416","LOMPOC",350000,345000,280000,1452.1858664301,402.5,1854.6858664301,74187.4346572038,0.339754614421983,276000,1431.44035405252,396.75,1828.19035405252,73127.6141621009,0.345201536359554
"417","LONG BEACH",565000,568000,452000,2344.24289866573,649.75,2993.99289866573,119759.715946629,0.227313847083139,454400,2356.69020609227,653.2,3009.89020609227,120395.608243691,0.222806276505719
"418","LOOKOUT",175000,489000,140000,726.092933215048,201.25,927.342933215048,37093.7173286019,0.519085583341153,391200,2028.91111052662,562.35,2591.26111052662,103650.444421065,0.143242633559079
"419","LOOMIS",660000,489000,528000,2738.40763383961,759,3497.40763383961,139896.305353584,0.297978478921936,391200,2028.91111052662,562.35,2591.26111052662,103650.444421065,0.447437403224362
"420","LOS ALAMITOS",850000,662500,680000,3526.73710418738,977.5,4504.23710418738,180169.484167495,0.163234042856838,530000,2748.7803900284,761.875,3510.6553900284,140426.215601136,0.256954096581322
"421","LOS ALTOS",4772500,3400000,3818000,19801.5915643932,5488.375,25289.9665643932,1011598.66257573,0,2720000,14106.9484167495,3910,18016.9484167495,720677.93666998,0
"422","LOS ALTOS HILLS",4772500,5500000,3818000,19801.5915643932,5488.375,25289.9665643932,1011598.66257573,0,4400000,22820.0636153301,6325,29145.0636153301,1165802.5446132,0
"423","LOS ANGELES",610000,580000,488000,2530.95251006388,701.5,3232.45251006388,129298.100402555,0.205070275968937,464000,2406.47943579844,667,3073.47943579844,122939.177431938,0.219229073282391
"424","LOS BANOS",336990,340420,269592,1398.20604322365,387.5385,1785.74454322365,71429.7817289461,0.292625415220541,272336,1412.43746471467,391.483,1803.92046471467,72156.8185885867,0.285542305737841
"425","LOS GATOS",1750000,1740000,1400000,7260.92933215048,2012.5,9273.42933215048,370937.173286019,0.240172824983499,1392000,7219.43830739533,2001,9220.43830739533,368817.532295813,0.239073230723277
"426","LOS MOLINOS",399000,633000,319200,1655.49188773031,458.85,2114.34188773031,84573.6755092124,0.269193913413666,506400,2626.38186700072,727.95,3354.33186700072,134173.274680029,0.0996481517985397
"427","LOS OLIVOS",911250,633000,729000,3780.86963081264,1047.9375,4828.80713081264,193152.285232506,0.283362054558272,506400,2626.38186700072,727.95,3354.33186700072,134173.274680029,0.391859773840607
"428","LOS OSOS",589950,540000,471960,2447.76300542981,678.4425,3126.20550542981,125048.220217193,0.224295335033895,432000,2240.51533677786,621,2861.51533677786,114460.613471115,0.268407343475508
"429","LOWER LAKE",327000,357500,261600,1356.75650949326,376.05,1732.80650949326,69312.2603797304,0.399371537135988,286000,1483.30413499645,411.125,1894.42913499645,75777.1653998582,0.342234063336575
"430","LOYALTON",294500,305000,235600,1221.91067903904,338.675,1560.58567903904,62423.4271615615,0.410313280546189,244000,1265.47625503194,350.75,1616.22625503194,64649.0502012776,0.395795815027522
"431","LUCERNE",310000,285000,248000,1286.22176740951,356.5,1642.72176740951,65708.8706963805,0.170888784773896,228000,1182.49420552165,327.75,1510.24420552165,60409.768220866,0.198461539932992
"432","LUCERNE VALLEY",169950,175000,135960,705.139965713699,195.4425,900.582465713699,36023.298628548,0.504949875476929,140000,726.092933215048,201.25,927.342933215048,37093.7173286019,0.494321174811313
"433","LYNWOOD",432250,435000,345800,1793.44954504117,497.0875,2290.53704504117,91621.4818016467,0.209829563566838,348000,1804.85957684883,500.25,2305.10957684883,92204.3830739533,0.204682577819737
"434","LYTLE CREEK",230500,345000,184400,956.368120606106,265.075,1221.44312060611,48857.7248242442,0.578158638359782,276000,1431.44035405252,396.75,1828.19035405252,73127.6141621009,0.457426763688169
"435","MAD RIVER",225000,255000,180000,933.548056990776,258.75,1192.29805699078,47691.922279631,0.363033592954851,204000,1058.02113125621,293.25,1351.27113125621,54050.8452502485,0.304463364785862
