X,region,Quarter,Price,QuarterEnding,pmt,principal,t_i,pti,min_inc,HAI
,LA VERNE,2018-Q3,6.50E+05,7/1/2018,2718.838339,5.20E+05,747.5,3466.338339,138653.5336,0.273411329
,LADERA HEIGHTS,2018-Q3,1.21E+06,7/1/2018,5040.307998,9.64E+05,1385.75,6426.057998,257042.3199,0.174256651
,LADERA RANCH,2018-Q3,7.35E+05,7/1/2018,3074.378737,5.88E+05,845.25,3919.628737,156785.1495,0.490011631
,LAFAYETTE,2018-Q3,1337500,7/1/2018,5594.532736,1.07E+06,1538.125,7132.657736,285306.3094,0.291208555
,LAGUNA BEACH,2018-Q3,2.13E+06,7/1/2018,8888.509954,1.70E+06,2443.75,11332.25995,453290.3982,0.167794452
,LAGUNA HILLS,2018-Q3,739999,7/1/2018,3095.288695,591999.2,850.99885,3946.287545,157851.5018,0.306990881
,LAGUNA NIGUEL,2018-Q3,8.50E+05,7/1/2018,3555.403982,6.80E+05,977.5,4532.903982,181316.1593,0.277934234
,LAGUNA WOODS,2018-Q3,3.59E+05,7/1/2018,1501.635329,287200,412.85,1914.485329,76579.41315,0.309886033
,LAKE ARROWHEAD,2018-Q3,4.25E+05,7/1/2018,1777.701991,3.40E+05,488.75,2266.451991,90658.07963,0.402129102
,LAKE ELSINORE,2018-Q3,3.75E+05,7/1/2018,1568.56058,3.00E+05,431.25,1999.81058,79992.42321,0.409503162
,LAKE FOREST,2018-Q3,6.75E+05,7/1/2018,2823.409044,5.40E+05,776.25,3599.659044,143986.3618,0.330678282
,LAKE HUGHES,2018-Q3,239950,7/1/2018,1003.66963,191960,275.9425,1279.61213,51184.4852,0.684727365
,LAKE LOS ANGELES,2018-Q3,237500,7/1/2018,993.4217008,1.90E+05,273.125,1266.546701,50661.86803,0.381505074
,LAKE MATHEWS,2018-Q3,6.50E+05,7/1/2018,2718.838339,5.20E+05,747.5,3466.338339,138653.5336,0.291883002
,LAKEHEAD,2018-Q3,2.65E+05,7/1/2018,1108.449477,2.12E+05,304.75,1413.199477,56527.97907,0.385501175
,LAKEPORT,2018-Q3,2.99E+05,7/1/2018,1250.665636,239200,343.85,1594.515636,63780.62544,0.413047896
,LAKESIDE,2018-Q3,482850,7/1/2018,2019.678603,386280,555.2775,2574.956103,102998.2441,0.325689799
,LAKEVIEW,2018-Q3,6.35E+05,7/1/2018,2656.095916,5.08E+05,730.25,3386.345916,135453.8366,0.159116031
,LAKEWOOD,2018-Q3,5.95E+05,7/1/2018,2488.782787,4.76E+05,684.25,3173.032787,126921.3115,0.288125473
,LANCASTER,2018-Q3,294500,7/1/2018,1231.842909,235600,338.675,1570.517909,62820.71636,0.422843266
,LARKSPUR,2018-Q3,1.92E+06,7/1/2018,8031.03017,1.54E+06,2208,10239.03017,409561.2068,0.157424288
,LATHROP,2018-Q3,4.21E+05,7/1/2018,1760.970678,336800,484.15,2245.120678,89804.82712,0.350162607
,LATON,2018-Q3,1.53E+05,7/1/2018,639.9727167,122400,175.95,815.9227167,32636.90867,0.515731566
,LAWNDALE,2018-Q3,527500,7/1/2018,2206.441883,4.22E+05,606.625,2813.066883,112522.6753,0.181907094
,LAYTONVILLE,2018-Q3,296250,7/1/2018,1239.162858,2.37E+05,340.6875,1579.850358,63194.01433,0.245398106
,LE GRAND,2018-Q3,179900,7/1/2018,752.4907957,143920,206.885,959.3757957,38375.03183,0.528336661
,LEBEC,2018-Q3,5.00E+05,7/1/2018,2091.414107,4.00E+05,575,2666.414107,106656.5643,0.159755836
,LEE VINING,2018-Q3,3.30E+05,7/1/2018,1380.333311,2.64E+05,379.5,1759.833311,70393.33242,0.413444893
,LEGGETT,2018-Q3,4.49E+05,7/1/2018,1878.089868,359200,516.35,2394.439868,95777.59472,0.228307022
,LEMON GROVE,2018-Q3,451111,7/1/2018,1886.919818,360888.8,518.77765,2405.697468,96227.89873,0.26212028
,LEMOORE,2018-Q3,2.45E+05,7/1/2018,1024.792912,1.96E+05,281.75,1306.542912,52261.7165,0.51750329
,LENWOOD,2018-Q3,4.37E+05,7/1/2018,1827.895929,349600,502.55,2330.445929,93217.83718,0.157865896
,LEONA VALLEY,2018-Q3,4.25E+05,7/1/2018,1777.701991,3.40E+05,488.75,2266.451991,90658.07963,0.642556207
,LEWISTON,2018-Q3,1.15E+05,7/1/2018,481.0252446,9.20E+04,132.25,613.2752446,24531.00978,0.652395235
,LINCOLN,2018-Q3,4.55E+05,7/1/2018,1903.186837,3.64E+05,523.25,2426.436837,97057.47349,0.421408908
,LINDEN,2018-Q3,511772,7/1/2018,2140.654361,409417.6,588.5378,2729.192161,109167.6864,0.393649061
,LINDSAY,2018-Q3,212500,7/1/2018,888.8509954,1.70E+05,244.375,1133.225995,45329.03982,0.385617635
,LITCHFIELD,2018-Q3,1.99E+05,7/1/2018,832.3828145,159200,228.85,1061.232815,42449.31258,0.655117555
,LITTLE RIVER,2018-Q3,2.69E+05,7/1/2018,1125.18079,215200,309.35,1434.53079,57381.23158,0.436210118
,LITTLEROCK,2018-Q3,2.90E+05,7/1/2018,1213.020182,2.32E+05,333.5,1546.520182,61860.80728,0.488909321
,LIVE OAK,2018-Q3,262500,7/1/2018,1097.992406,2.10E+05,301.875,1399.867406,55994.69624,0.596656081
,LIVERMORE,2018-Q3,7.99E+05,7/1/2018,3342.079743,639200,918.85,4260.929743,170437.1897,0.342356051
,LIVINGSTON,2018-Q3,2.75E+05,7/1/2018,1150.277759,2.20E+05,316.25,1466.527759,58661.11035,0.467263881
,LOCKEFORD,2018-Q3,408750,7/1/2018,1709.731032,3.27E+05,470.0625,2179.793532,87191.7413,0.272381248
,LODI,2018-Q3,3.45E+05,7/1/2018,1443.075734,2.76E+05,396.75,1839.825734,73593.02935,0.36247276
,LOLETA,2018-Q3,3.19E+05,7/1/2018,1334.3222,255200,366.85,1701.1722,68046.88801,0.292338956
,LOMA LINDA,2018-Q3,387500,7/1/2018,1620.845933,3.10E+05,445.625,2066.470933,82658.83731,0.393197318
,LOMA RICA,2018-Q3,3.38E+05,7/1/2018,1413.795936,270400,388.7,1802.495936,72099.83745,0.536050693
,LOMITA,2018-Q3,6.85E+05,7/1/2018,2865.237326,5.48E+05,787.75,3652.987326,146119.4931,0.172929342
,LOMPOC,2018-Q3,3.59E+05,7/1/2018,1501.635329,287200,412.85,1914.485329,76579.41315,0.328315859
,LONG BEACH,2018-Q3,5.86E+05,7/1/2018,2451.137333,468800,673.9,3125.037333,125001.4933,0.21134389
,LOOMIS,2018-Q3,5.96E+05,7/1/2018,2492.965615,476800,685.4,3178.365615,127134.6246,0.344648901
,LOS ALAMITOS,2018-Q3,7.75E+05,7/1/2018,3241.691866,6.20E+05,891.25,4132.941866,165317.6746,0.19501651
,LOS ALTOS,2018-Q3,3.25E+06,7/1/2018,13594.19169,2.60E+06,3737.5,17331.69169,693267.6678,0
,LOS ALTOS HILLS,2018-Q3,4.70E+06,7/1/2018,19659.2926,3.76E+06,5405,25064.2926,1002571.704,0
,LOS ANGELES,2018-Q3,6.05E+05,7/1/2018,2530.611069,4.84E+05,695.75,3226.361069,129054.4428,0.207716568
,LOS BANOS,2018-Q3,352458,7/1/2018,1474.271267,281966.4,405.3267,1879.597967,75183.91866,0.264955758
,LOS GATOS,2018-Q3,1.57E+06,7/1/2018,6554.491811,1253600,1802.05,8356.541811,334261.6724,0.263752706
,LOS OLIVOS,2018-Q3,1.55E+06,7/1/2018,6483.383731,1.24E+06,1782.5,8265.883731,330635.3493,0.187092963
,LOS OSOS,2018-Q3,6.05E+05,7/1/2018,2530.611069,4.84E+05,695.75,3226.361069,129054.4428,0.216860756
,LOWER LAKE,2018-Q3,467500,7/1/2018,1955.47219,3.74E+05,537.625,2493.09719,99723.8876,0.205520744
,LOYALTON,2018-Q3,169250,7/1/2018,707.9436752,135400,194.6375,902.5811752,36103.24701,0.635663439
,LUCERNE,2018-Q3,1.92E+05,7/1/2018,803.103017,153600,220.8,1023.903017,40956.12068,0.34006696
,LUCERNE VALLEY,2018-Q3,1.60E+05,7/1/2018,669.2525142,1.28E+05,184,853.2525142,34130.10057,0.522214137
,LYNWOOD,2018-Q3,4.20E+05,7/1/2018,1756.78785,3.36E+05,483,2239.78785,89591.51399,0.22166851
,MADERA,2018-Q3,250125,7/1/2018,1046.229907,200100,287.64375,1333.873657,53354.94628,0.44353345
,MADISON,2018-Q3,2.90E+05,7/1/2018,1213.020182,2.32E+05,333.5,1546.520182,61860.80728,0.604025656
,MAGALIA,2018-Q3,2.25E+05,7/1/2018,941.1363481,1.80E+05,258.75,1199.886348,47995.45392,0.500414864
,MAMMOTH LAKES,2018-Q3,9.80E+05,7/1/2018,4099.17165,7.84E+05,1127,5226.17165,209046.866,0.042116979
,MANCHESTER,2018-Q3,532500,7/1/2018,2227.356024,4.26E+05,612.375,2839.731024,113589.241,0.095399551
,MANHATTAN BEACH,2018-Q3,2.48E+06,7/1/2018,10352.49983,1.98E+06,2846.25,13198.74983,527949.9932,0
,MANILA,2018-Q3,1.55E+05,7/1/2018,648.3383731,1.24E+05,178.25,826.5883731,33063.53493,0.580933867
,MANTECA,2018-Q3,4.20E+05,7/1/2018,1756.78785,3.36E+05,483,2239.78785,89591.51399,0.367294377
,MARINA,2018-Q3,6.15E+05,7/1/2018,2572.439351,4.92E+05,707.25,3279.689351,131187.5741,0.147995177
,MARINA DEL REY,2018-Q3,9.40E+05,7/1/2018,3931.858521,7.52E+05,1081,5012.858521,200514.3408,0.192879648
,MARIPOSA,2018-Q3,3.15E+05,7/1/2018,1317.590887,2.52E+05,362.25,1679.840887,67193.63549,0.260515374
,MARKLEEVILLE,2018-Q3,9.50E+05,7/1/2018,3973.686803,7.60E+05,1092.5,5066.186803,202647.4721,0.013817176
,MARTINEZ,2018-Q3,622500,7/1/2018,2603.810563,4.98E+05,715.875,3319.685563,132787.4225,0.315995868
,MARYSVILLE,2018-Q3,2.45E+05,7/1/2018,1024.792912,1.96E+05,281.75,1306.542912,52261.7165,0.428916439
,MATHER,2018-Q3,3.99E+05,7/1/2018,1668.948457,319200,458.85,2127.798457,85111.93829,0.567028407
,MAYWOOD,2018-Q3,452500,7/1/2018,1892.729767,3.62E+05,520.375,2413.104767,96524.19067,0.148119749
,MCARTHUR,2018-Q3,202500,7/1/2018,847.0227133,1.62E+05,232.875,1079.897713,43195.90853,0.530982266
,MCFARLAND,2018-Q3,2.25E+05,7/1/2018,941.1363481,1.80E+05,258.75,1199.886348,47995.45392,0.324730053
,MCKINLEYVILLE,2018-Q3,3.25E+05,7/1/2018,1359.419169,2.60E+05,373.75,1733.169169,69326.76678,0.397488719
,MEADOW VISTA,2018-Q3,651250,7/1/2018,2724.066874,5.21E+05,748.9375,3473.004374,138920.175,0.290147073
,MECCA,2018-Q3,1.35E+05,7/1/2018,564.6818089,1.08E+05,155.25,719.9318089,28797.27235,0.537779118
,MENDOCINO,2018-Q3,1.04E+06,7/1/2018,4341.775686,830400,1193.7,5535.475686,221419.0274,0.028073351
,MENDOTA,2018-Q3,1.47E+05,7/1/2018,614.8757474,117600,169.05,783.9257474,31357.0299,0.472117546
,MENIFEE,2018-Q3,3.75E+05,7/1/2018,1568.56058,3.00E+05,431.25,1999.81058,79992.42321,0.387218845
,MENLO PARK,2018-Q3,2.00E+06,7/1/2018,8344.742286,1.60E+06,2294.25,10638.99229,425559.6915,0.215289706
,MENTONE,2018-Q3,359500,7/1/2018,1503.726743,287600,413.425,1917.151743,76686.06971,0.437442964
,MERCED,2018-Q3,259950,7/1/2018,1087.326194,207960,298.9425,1386.268694,55450.74777,0.380483513
,MIDDLETOWN,2018-Q3,2.04E+05,7/1/2018,853.2969556,163200,234.6,1087.896956,43515.87822,0.692850605
,MIDPINES,2018-Q3,4.20E+05,7/1/2018,1756.78785,3.36E+05,483,2239.78785,89591.51399,0.276917693
,MIDWAY CITY,2018-Q3,6.27E+05,7/1/2018,2622.63329,501600,721.05,3343.68329,133747.3316,0.147285412
,MILFORD,2018-Q3,231950,7/1/2018,970.2070042,185560,266.7425,1236.949504,49477.98017,0.5817117
,MILL VALLEY,2018-Q3,1492500,7/1/2018,6242.871109,1.19E+06,1716.375,7959.246109,318369.8444,0.282535945
,MILLBRAE,2018-Q3,1651500,7/1/2018,6907.940795,1321200,1899.225,8807.165795,352286.6318,0.114313915
,MILLVILLE,2018-Q3,3.85E+05,7/1/2018,1610.388862,3.08E+05,442.75,2053.138862,82125.55449,0.41005249
,MILPITAS,2018-Q3,1.07E+06,7/1/2018,4475.626189,8.56E+05,1230.5,5706.126189,228245.0475,0.187952534
,MIRANDA,2018-Q3,5.00E+05,7/1/2018,2091.414107,4.00E+05,575,2666.414107,106656.5643,0.078192177
,MISSION VIEJO,2018-Q3,7.20E+05,7/1/2018,3011.636314,5.76E+05,828,3839.636314,153585.4526,0.319615059
,MODESTO,2018-Q3,2.98E+05,7/1/2018,1246.482808,238400,342.7,1589.182808,63567.31231,0.463499724
,MOJAVE,2018-Q3,116750,7/1/2018,488.345194,93400,134.2625,622.607694,24904.30776,0.679473246
,MOKELUMNE HILL,2018-Q3,3.65E+05,7/1/2018,1526.732298,2.92E+05,419.75,1946.482298,77859.29192,0.405616467
,MONROVIA,2018-Q3,7.39E+05,7/1/2018,3091.11005,591200,849.85,3940.96005,157638.402,0.178560624
,MONTAGUE,2018-Q3,98287.5,7/1/2018,411.1197281,78630,113.030625,524.1503531,20966.01412,0.810721302
,MONTARA,2018-Q3,1.27E+06,7/1/2018,5320.557488,1017600,1462.8,6783.357488,271334.2995,0.151167459
,MONTCLAIR,2018-Q3,4.35E+05,7/1/2018,1819.530273,3.48E+05,500.25,2319.780273,92791.21092,0.245228983
,MONTE RIO,2018-Q3,4.97E+05,7/1/2018,2078.865622,397600,571.55,2650.415622,106016.6249,0.223237381
,MONTE SERENO,2018-Q3,2.80E+06,7/1/2018,11711.919,2.24E+06,3220,14931.919,597276.7599,0
,MONTEBELLO,2018-Q3,5.56E+05,7/1/2018,2325.652487,444800,639.4,2965.052487,118602.0995,0.16801955
,MONTECITO,2018-Q3,4.00E+06,7/1/2018,16731.31286,3.20E+06,4600,21331.31286,853252.5142,0
,MONTEREY,2018-Q3,8.25E+05,7/1/2018,3450.833276,6.60E+05,948.75,4399.583276,175983.3311,0.155362071
,MONTEREY PARK,2018-Q3,6.44E+05,7/1/2018,2693.74137,515200,740.6,3434.34137,137373.6548,0.192230041
,MONTGOMERY CREEK,2018-Q3,2.10E+05,7/1/2018,878.3939249,1.68E+05,241.5,1119.893925,44795.757,0.478320917
,MOORPARK,2018-Q3,670750,7/1/2018,2805.632024,536600,771.3625,3576.994524,143079.781,0.384762685
,MORAGA,2018-Q3,1066500,7/1/2018,4460.98629,853200,1226.475,5687.46129,227498.4516,0.373181969
,MORENO VALLEY,2018-Q3,3.35E+05,7/1/2018,1401.247452,2.68E+05,385.25,1786.497452,71459.89806,0.422534937
,MORGAN HILL,2018-Q3,9.75E+05,7/1/2018,4078.257508,7.80E+05,1121.25,5199.507508,207980.3003,0.232490451
,MORONGO VALLEY,2018-Q3,2.20E+05,7/1/2018,920.222207,1.76E+05,253,1173.222207,46928.88828,0.450520668
,MORRO BAY,2018-Q3,6.65E+05,7/1/2018,2781.580762,5.32E+05,764.75,3546.330762,141853.2305,0.122009867
,MOSS BEACH,2018-Q3,1.26E+06,7/1/2018,5270.363549,1.01E+06,1449,6719.363549,268774.542,0.159023268
,MOSS LANDING,2018-Q3,1092500,7/1/2018,4569.739824,8.74E+05,1256.375,5826.114824,233044.5929,0.061195678
,MOUNT HERMON,2018-Q3,467500,7/1/2018,1955.47219,3.74E+05,537.625,2493.09719,99723.8876,0.429254177
,MOUNT LAGUNA,2018-Q3,1.30E+05,7/1/2018,543.7676678,1.04E+05,149.5,693.2676678,27730.70671,0.833532104
,MOUNTAIN CENTER,2018-Q3,2.70E+05,7/1/2018,1129.363618,2.16E+05,310.5,1439.863618,57594.54471,0.654591963
,MOUNTAIN HOUSE,2018-Q3,6.25E+05,7/1/2018,2614.267634,5.00E+05,718.75,3333.017634,133320.7053,0.378003042
,MOUNTAIN RANCH,2018-Q3,355500,7/1/2018,1486.99543,284400,408.825,1895.82043,75832.8172,0.298908982
,MOUNTAIN VIEW,2018-Q3,1.65E+06,7/1/2018,6901.666553,1.32E+06,1897.5,8799.166553,351966.6621,0.174474831
,MUIR BEACH,2018-Q3,1.35E+06,7/1/2018,5646.818089,1.08E+06,1552.5,7199.318089,287972.7235,0.308182946
,MURPHYS,2018-Q3,4.34E+05,7/1/2018,1815.347445,347200,499.1,2314.447445,92577.89779,0.283870096
,MURRIETA,2018-Q3,427999,7/1/2018,1790.246293,342399.2,492.19885,2282.445143,91297.80571,0.447390773
,MYERS FLAT,2018-Q3,1.40E+05,7/1/2018,585.5959499,1.12E+05,161,746.5959499,29863.838,0.645619888
,MYRTLETOWN,2018-Q3,310750,7/1/2018,1299.813867,248600,357.3625,1657.176367,66287.0547,0.506711537
,NAPA,2018-Q3,6.85E+05,7/1/2018,2865.237326,5.48E+05,787.75,3652.987326,146119.4931,0.231300613
,NATIONAL CITY,2018-Q3,435500,7/1/2018,1821.621687,348400,500.825,2322.446687,92897.86748,0.203069114
,NEEDLES,2018-Q3,9.40E+04,7/1/2018,393.1858521,75200,108.1,501.2858521,20051.43408,0.679637502
,NEVADA CITY,2018-Q3,4.39E+05,7/1/2018,1836.261586,351200,504.85,2341.111586,93644.46343,0.256137357
,NEWARK,2018-Q3,950500,7/1/2018,3975.778217,760400,1093.075,5068.853217,202754.1287,0.148583849
,NEWCASTLE,2018-Q3,7.00E+05,7/1/2018,2927.97975,5.60E+05,805,3732.97975,149319.19,0.255019712
,NEWMAN,2018-Q3,3.05E+05,7/1/2018,1275.762605,2.44E+05,350.75,1626.512605,65060.50421,0.438714906
,NEWPORT BEACH,2018-Q3,2.13E+06,7/1/2018,8888.509954,1.70E+06,2443.75,11332.25995,453290.3982,0.150599209
,NICASIO,2018-Q3,1.33E+06,7/1/2018,5563.161524,1.06E+06,1529.5,7092.661524,283706.461,0.157875803
,NICE,2018-Q3,172500,7/1/2018,721.5378669,1.38E+05,198.375,919.9128669,36796.51468,0.504502027
,NIPOMO,2018-Q3,640916,7/1/2018,2680.841527,512732.8,737.0534,3417.894927,136715.7971,0.226824106
,NORCO,2018-Q3,5.75E+05,7/1/2018,2405.126223,4.60E+05,661.25,3066.376223,122655.0489,0.381597095
,NORTH EDWARDS,2018-Q3,84750,7/1/2018,354.4946911,67800,97.4625,451.9571911,18078.28764,0.759332393
,NORTH HIGHLANDS,2018-Q3,2.50E+05,7/1/2018,1045.707053,2.00E+05,287.5,1333.207053,53328.28214,0.405219006
,NORTH SAN JUAN,2018-Q3,3.00E+05,7/1/2018,1254.848464,2.40E+05,345,1599.848464,63993.93857,0.374521883
,NORTH TUSTIN,2018-Q3,1.18E+06,7/1/2018,4935.737292,9.44E+05,1357,6292.737292,251709.4917,0.234837573
,NORWALK,2018-Q3,4.83E+05,7/1/2018,2020.306027,386400,555.45,2575.756027,103030.2411,0.267020428
,NOVATO,2018-Q3,8.37E+05,7/1/2018,3501.027215,669600,962.55,4463.577215,178543.0886,0.224950801
,NUEVO,2018-Q3,4.22E+05,7/1/2018,1765.153506,337600,485.3,2250.453506,90018.14025,0.302449673
,OAK GLEN,2018-Q3,6.25E+05,7/1/2018,2614.267634,5.00E+05,718.75,3333.017634,133320.7053,0.3046762
,OAK HILLS,2018-Q3,4.28E+05,7/1/2018,1790.250475,342400,492.2,2282.450475,91298.01902,0.39776118
,OAK PARK,2018-Q3,8.90E+05,7/1/2018,3722.71711,7.12E+05,1023.5,4746.21711,189848.6844,0.393114785
,OAK VIEW,2018-Q3,6.13E+05,7/1/2018,2564.073695,490400,704.95,3269.023695,130760.9478,0.316353743
,OAKDALE,2018-Q3,384500,7/1/2018,1608.297448,307600,442.175,2050.472448,82018.89793,0.385965143
,OAKHURST,2018-Q3,248500,7/1/2018,1039.432811,198800,285.775,1325.207811,53008.31244,0.454064339
,OAKLAND,2018-Q3,7.60E+05,7/1/2018,3178.949442,6.08E+05,874,4052.949442,162117.9777,0.186565358
,OAKLEY,2018-Q3,5.01E+05,7/1/2018,2095.596935,400800,576.15,2671.746935,106869.8774,0.422729295
,OCCIDENTAL,2018-Q3,1.98E+06,7/1/2018,8261.085722,1.58E+06,2271.25,10532.33572,421293.4289,0.100933741
,OCEANSIDE,2018-Q3,5.29E+05,7/1/2018,2212.716125,423200,608.35,2821.066125,112842.645,0.255471812
,OJAI,2018-Q3,6.95E+05,7/1/2018,2907.065609,5.56E+05,799.25,3706.315609,148252.6243,0.229427125
,OLD STATION,2018-Q3,214950,7/1/2018,899.0989246,171960,247.1925,1146.291425,45851.65698,0.513022629
,OLIVEHURST,2018-Q3,2.15E+05,7/1/2018,899.308066,1.72E+05,247.25,1146.558066,45862.32264,0.552221202
,ONTARIO,2018-Q3,4.20E+05,7/1/2018,1756.78785,3.36E+05,483,2239.78785,89591.51399,0.296420126
,ORANGE,2018-Q3,6.87E+05,7/1/2018,2873.602983,549600,790.05,3663.652983,146546.1193,0.239890634
,ORANGE COVE,2018-Q3,1.85E+05,7/1/2018,773.8232195,1.48E+05,212.75,986.5732195,39462.92878,0.386118135
,ORANGEVALE,2018-Q3,387500,7/1/2018,1620.845933,3.10E+05,445.625,2066.470933,82658.83731,0.505616194
,ORICK,2018-Q3,2.40E+05,7/1/2018,1003.878771,1.92E+05,276,1279.878771,51195.15085,0.501998631
,ORINDA,2018-Q3,1.46E+06,7/1/2018,6106.929192,1.17E+06,1679,7785.929192,311437.1677,0.374915541
,ORLAND,2018-Q3,2.60E+05,7/1/2018,1087.535336,2.08E+05,299,1386.535336,55461.41342,0.356223017
,OROSI,2018-Q3,199500,7/1/2018,834.4742286,159600,229.425,1063.899229,42555.96915,0.406237338
,OROVILLE,2018-Q3,2.16E+05,7/1/2018,903.4908942,172800,248.4,1151.890894,46075.63577,0.42855612
,OXNARD,2018-Q3,5.21E+05,7/1/2018,2179.253499,416800,599.15,2778.403499,111136.14,0.270635784
,PACHECO,2018-Q3,5.70E+05,7/1/2018,2384.212082,4.56E+05,655.5,3039.712082,121588.4833,0.241428962
,PACIFIC GROVE,2018-Q3,8.77E+05,7/1/2018,3668.340343,701600,1008.55,4676.890343,187075.6137,0.173027391
,PACIFICA,2018-Q3,1140360,7/1/2018,4769.929982,912288,1311.414,6081.343982,243253.7593,0.144851879
,PALERMO,2018-Q3,2.60E+05,7/1/2018,1087.535336,2.08E+05,299,1386.535336,55461.41342,0.422814005
,PALM DESERT,2018-Q3,3.44E+05,7/1/2018,1438.892906,275200,395.6,1834.492906,73379.71622,0.447391094
,PALM SPRINGS,2018-Q3,3.95E+05,7/1/2018,1652.217144,3.16E+05,454.25,2106.467144,84258.68578,0.326234931
,PALMDALE,2018-Q3,323500,7/1/2018,1353.144927,258800,372.025,1725.169927,69006.79709,0.428490482
,PALO ALTO,2018-Q3,2.84E+06,7/1/2018,11858.31799,2.27E+06,3260.25,15118.56799,604742.7194,0
,PALO CEDRO,2018-Q3,4.07E+05,7/1/2018,1702.411083,325600,468.05,2170.461083,86818.44332,0.502235583
,PALOS VERDES ESTATES,2018-Q3,1.73E+06,7/1/2018,7215.378669,1.38E+06,1983.75,9199.128669,367965.1468,0.325257257
,PARADISE,2018-Q3,2.74E+05,7/1/2018,1146.094931,219200,315.1,1461.194931,58447.79722,0.462880048
,PARAMOUNT,2018-Q3,3.70E+05,7/1/2018,1547.646439,2.96E+05,425.5,1973.146439,78925.85756,0.299772913
,PARLIER,2018-Q3,1.91E+05,7/1/2018,798.9201888,152800,219.65,1018.570189,40742.80755,0.42299151
,PASADENA,2018-Q3,850500,7/1/2018,3557.495396,680400,978.075,4535.570396,181422.8158,0.198675957
,PATTERSON,2018-Q3,369885,7/1/2018,1547.165414,295908,425.36775,1972.533164,78901.32655,0.369854083
,PENN VALLEY,2018-Q3,371200,7/1/2018,1552.665833,296960,426.88,1979.545833,79181.83332,0.360841043
,PENNGROVE,2018-Q3,1.04E+06,7/1/2018,4329.227201,8.28E+05,1190.25,5519.477201,220779.0881,0.094111099
,PENRYN,2018-Q3,694500,7/1/2018,2904.974194,555600,798.675,3703.649194,148145.9678,0.309792818
,PERRIS,2018-Q3,3.25E+05,7/1/2018,1359.419169,2.60E+05,373.75,1733.169169,69326.76678,0.376902589
,PESCADERO,2018-Q3,589500,7/1/2018,2465.777232,471600,677.925,3143.702232,125748.0893,0.396531391
,PETALUMA,2018-Q3,7.40E+05,7/1/2018,3095.292878,5.92E+05,851,3946.292878,157851.7151,0.232893516
,PHELAN,2018-Q3,270008,7/1/2018,1129.39708,216006.4,310.5092,1439.90628,57596.25121,0.539652073
,PHILLIPSVILLE,2018-Q3,1.10E+05,7/1/2018,460.1111035,8.80E+04,126.5,586.6111035,23464.44414,0.739925744
,PHILO,2018-Q3,3.73E+06,7/1/2018,15581.0351,2.98E+06,4283.75,19864.7851,794591.4039,0
,PICO RIVERA,2018-Q3,4.90E+05,7/1/2018,2049.585825,3.92E+05,563.5,2613.085825,104523.433,0.238253557
,PIEDMONT,2018-Q3,2.32E+06,7/1/2018,9695.7958,1854400,2665.7,12361.4958,494459.832,0.323531629
,PINE GROVE,2018-Q3,2.50E+05,7/1/2018,1045.707053,2.00E+05,287.5,1333.207053,53328.28214,0.597070901
,PINE MOUNTAIN CLUB,2018-Q3,2.90E+05,7/1/2018,1213.020182,2.32E+05,333.5,1546.520182,61860.80728,0.436317851
,PINE VALLEY,2018-Q3,4.75E+05,7/1/2018,1986.843402,3.80E+05,546.25,2533.093402,101323.7361,0.484518235
,PINOLE,2018-Q3,577500,7/1/2018,2415.583293,4.62E+05,664.125,3079.708293,123188.3317,0.316507777
,PIRU,2018-Q3,389500,7/1/2018,1629.211589,311600,447.925,2077.136589,83085.46357,0.388041579
,PISMO BEACH,2018-Q3,8.60E+05,7/1/2018,3597.232264,6.88E+05,989,4586.232264,183449.2906,0.156746237
,PITTSBURG,2018-Q3,4.50E+05,7/1/2018,1882.272696,3.60E+05,517.5,2399.772696,95990.90785,0.350696777
,PIXLEY,2018-Q3,1.46E+05,7/1/2018,610.6929192,116800,167.9,778.5929192,31143.71677,0.490573408
,PLACENTIA,2018-Q3,6.95E+05,7/1/2018,2907.065609,5.56E+05,799.25,3706.315609,148252.6243,0.249842769
,PLACERVILLE,2018-Q3,4.10E+05,7/1/2018,1714.959568,3.28E+05,471.5,2186.459568,87458.38271,0.326071368
,PLANADA,2018-Q3,1.90E+05,7/1/2018,794.7373606,1.52E+05,218.5,1013.237361,40529.49442,0.426880183
,PLEASANT HILL,2018-Q3,782150,7/1/2018,3271.599087,625720,899.4725,4171.071587,166842.8635,0.249818256
,PLEASANTON,2018-Q3,1.17E+06,7/1/2018,4872.994869,9.32E+05,1339.75,6212.744869,248509.7948,0.250428794
,PLUMAS LAKE,2018-Q3,3.55E+05,7/1/2018,1484.904016,2.84E+05,408.25,1893.154016,75726.16064,0.608535056
,PLYMOUTH,2018-Q3,742782,7/1/2018,3106.929506,594225.6,854.1993,3961.128806,158445.1523,0.140636275
,POINT ARENA,2018-Q3,1117500,7/1/2018,4674.310529,8.94E+05,1285.125,5959.435529,238377.4212,0.010760225
,POLLOCK PINES,2018-Q3,325500,7/1/2018,1361.510584,260400,374.325,1735.835584,69433.42334,0.476540931
,POMONA,2018-Q3,4.30E+05,7/1/2018,1798.616132,3.44E+05,494.5,2293.116132,91724.64528,0.28463117
,PONDEROSA,2018-Q3,1.63E+05,7/1/2018,681.8009988,130400,187.45,869.2509988,34770.03995,0.79144138
,PORT COSTA,2018-Q3,7.19E+05,7/1/2018,3007.453486,575200,826.85,3834.303486,153372.1394,0.308987417
